month_year,region,country,visitor_count
2013-05,West Asia,Saudi Arabia,954
2013-05,West Asia,United Arab Emirates,4477
2013-05,West Asia,Other Markets In West Asia,na
2013-05,Americas,Canada,6699
2013-05,Americas,USA,36909
2013-05,Americas,Other Markets In Americas,na
2013-05,Europe,Belgium & Luxembourg,1850
2013-05,Europe,Denmark,1691
2013-05,Europe,Finland,1527
2013-05,Europe,France,12432
2013-05,Europe,Germany,15763
2013-05,Europe,Italy,4407
2013-05,Europe,Netherlands,5916
2013-05,Europe,Norway,1904
2013-05,Europe,Rep Of Ireland,na
2013-05,Europe,Russian Federation,na
2013-05,Europe,Spain,2317
2013-05,Europe,Sweden,2199
2013-05,Europe,Switzerland,6663
2013-05,Europe,United Kingdom,27714
2013-05,Europe,Other Markets In Europe,na
2013-05,Oceania,Australia,84444
2013-05,Oceania,New Zealand,10225
2013-05,Oceania,Other Markets In Oceania,1239
2013-05,Africa,Egypt,na
2013-05,Africa,Mauritius,na
2013-05,Africa,South Africa (Rep Of),na
2013-05,Africa,Other Markets In Africa,na
2013-06,Southeast Asia,Brunei Darussalam,7837
2013-06,Southeast Asia,Indonesia,295907
2013-06,Southeast Asia,Malaysia,107286
2013-06,Southeast Asia,Myanmar,7718
2013-06,Southeast Asia,Philippines,55868
2013-06,Southeast Asia,Thailand,36018
2013-06,Southeast Asia,Vietnam,42194
2013-06,Southeast Asia,Other Markets In Southeast Asia,na
2013-06,Greater China,China,166890
2013-06,Greater China,Hong Kong SAR,43857
2013-06,Greater China,Taiwan,29680
2013-06,Greater China,Other Markets In Greater China,na
2013-06,North Asia,Japan,57757
2013-06,North Asia,South Korea,36409
2013-06,North Asia,Other Markets In North Asia,na
2013-06,South Asia,Bangladesh,10360
2013-06,South Asia,India,99754
2013-06,South Asia,Pakistan,2770
2013-06,South Asia,Sri Lanka,6206
2013-06,South Asia,Other Markets In South Asia,1943
2013-06,West Asia,Iran,699
2013-06,West Asia,Israel,na
2013-06,West Asia,Kuwait,857
2013-06,West Asia,Saudi Arabia,2839
2013-06,West Asia,United Arab Emirates,5375
2013-06,West Asia,Other Markets In West Asia,na
2013-06,Americas,Canada,5748
2013-06,Americas,USA,45860
2013-06,Americas,Other Markets In Americas,na
2013-06,Europe,Belgium & Luxembourg,1735
2013-06,Europe,Denmark,1868
2013-06,Europe,Finland,1620
2013-06,Europe,France,9349
2013-06,Europe,Germany,13453
2013-06,Europe,Italy,4185
2013-06,Europe,Netherlands,5661
2013-06,Europe,Norway,2463
2013-06,Europe,Rep Of Ireland,na
2013-06,Europe,Russian Federation,na
2013-06,Europe,Spain,2278
2013-06,Europe,Sweden,2240
2013-06,Europe,Switzerland,5735
2013-06,Europe,United Kingdom,28855
2013-06,Europe,Other Markets In Europe,na
2013-06,Oceania,Australia,91231
2013-06,Oceania,New Zealand,10626
2013-06,Oceania,Other Markets In Oceania,1493
2013-06,Africa,Egypt,na
2013-06,Africa,Mauritius,na
2013-06,Africa,South Africa (Rep Of),na
2013-06,Africa,Other Markets In Africa,na
2013-07,Southeast Asia,Brunei Darussalam,5922
2013-07,Southeast Asia,Indonesia,260700
2013-07,Southeast Asia,Malaysia,93299
2013-07,Southeast Asia,Myanmar,8427
2013-07,Southeast Asia,Philippines,49225
2013-07,Southeast Asia,Thailand,41912
2013-07,Southeast Asia,Vietnam,47834
2013-07,Southeast Asia,Other Markets In Southeast Asia,na
2013-07,Greater China,China,248635
2013-07,Greater China,Hong Kong SAR,67662
2013-07,Greater China,Taiwan,47290
2013-07,Greater China,Other Markets In Greater China,na
2013-07,North Asia,Japan,70113
2013-07,North Asia,South Korea,41913
2013-07,North Asia,Other Markets In North Asia,na
2013-07,South Asia,Bangladesh,11364
2013-07,South Asia,India,73550
2013-07,South Asia,Pakistan,1512
2013-07,South Asia,Sri Lanka,7038
2013-07,South Asia,Other Markets In South Asia,1513
2013-07,West Asia,Iran,606
2013-07,West Asia,Israel,na
2013-07,West Asia,Kuwait,475
2013-07,West Asia,Saudi Arabia,935
2013-07,West Asia,United Arab Emirates,6403
2013-07,West Asia,Other Markets In West Asia,na
2013-07,Americas,Canada,7401
2013-07,Americas,USA,45176
2013-07,Americas,Other Markets In Americas,na
2013-07,Europe,Belgium & Luxembourg,3049
2013-07,Europe,Denmark,3672
2013-07,Europe,Finland,1295
2013-07,Europe,France,15466
2013-07,Europe,Germany,18262
2013-07,Europe,Italy,5303
2013-07,Europe,Netherlands,9591
2013-07,Europe,Norway,3501
2013-07,Europe,Rep Of Ireland,na
2013-07,Europe,Russian Federation,na
2013-07,Europe,Spain,4024
2013-07,Europe,Sweden,2710
2013-07,Europe,Switzerland,10154
2013-07,Europe,United Kingdom,35340
2013-07,Europe,Other Markets In Europe,na
2013-07,Oceania,Australia,112743
2013-07,Oceania,New Zealand,14813
2013-07,Oceania,Other Markets In Oceania,1283
2013-07,Africa,Egypt,na
2013-07,Africa,Mauritius,na
2013-07,Africa,South Africa (Rep Of),na
2013-07,Africa,Other Markets In Africa,na
2013-08,Southeast Asia,Brunei Darussalam,6109
2013-08,Southeast Asia,Indonesia,328174
2013-08,Southeast Asia,Malaysia,116392
2013-08,Southeast Asia,Myanmar,7020
2013-08,Southeast Asia,Philippines,51817
2013-08,Southeast Asia,Thailand,36548
2013-08,Southeast Asia,Vietnam,34980
2013-08,Southeast Asia,Other Markets In Southeast Asia,na
2013-08,Greater China,China,242256
2013-08,Greater China,Hong Kong SAR,61337
2013-08,Greater China,Taiwan,40571
2013-08,Greater China,Other Markets In Greater China,na
2013-08,North Asia,Japan,92179
2013-08,North Asia,South Korea,45986
2013-08,North Asia,Other Markets In North Asia,na
2013-08,South Asia,Bangladesh,10463
2013-08,South Asia,India,66274
2013-08,South Asia,Pakistan,1956
2013-08,South Asia,Sri Lanka,10237
2013-08,South Asia,Other Markets In South Asia,1893
2013-08,West Asia,Iran,961
2013-08,West Asia,Israel,na
2013-08,West Asia,Kuwait,2943
2013-08,West Asia,Saudi Arabia,3606
2013-08,West Asia,United Arab Emirates,10701
2013-08,West Asia,Other Markets In West Asia,na
2013-08,Americas,Canada,7008
2013-08,Americas,USA,39079
2013-08,Americas,Other Markets In Americas,na
2013-08,Europe,Belgium & Luxembourg,2838
2013-08,Europe,Denmark,1995
2013-08,Europe,Finland,1092
2013-08,Europe,France,21876
2013-08,Europe,Germany,22265
2013-08,Europe,Italy,13117
2013-08,Europe,Netherlands,8568
2013-08,Europe,Norway,2273
2013-08,Europe,Rep Of Ireland,na
2013-08,Europe,Russian Federation,na
2013-08,Europe,Spain,6584
2013-08,Europe,Sweden,2049
2013-08,Europe,Switzerland,7638
2013-08,Europe,United Kingdom,39525
2013-08,Europe,Other Markets In Europe,na
2013-08,Oceania,Australia,79221
2013-08,Oceania,New Zealand,10765
2013-08,Oceania,Other Markets In Oceania,1168
2013-08,Africa,Egypt,na
2013-08,Africa,Mauritius,na
2013-08,Africa,South Africa (Rep Of),na
2013-08,Africa,Other Markets In Africa,na
2013-09,Southeast Asia,Brunei Darussalam,4824
2013-09,Southeast Asia,Indonesia,218751
2013-09,Southeast Asia,Malaysia,98973
2013-09,Southeast Asia,Myanmar,7190
2013-09,Southeast Asia,Philippines,47879
2013-09,Southeast Asia,Thailand,36254
2013-09,Southeast Asia,Vietnam,28276
2013-09,Southeast Asia,Other Markets In Southeast Asia,na
2013-09,Greater China,China,179130
2013-09,Greater China,Hong Kong SAR,33514
2013-09,Greater China,Taiwan,27180
2013-09,Greater China,Other Markets In Greater China,na
2013-09,North Asia,Japan,73786
2013-09,North Asia,South Korea,35599
2013-09,North Asia,Other Markets In North Asia,na
2013-09,South Asia,Bangladesh,9589
2013-09,South Asia,India,64556
2013-09,South Asia,Pakistan,1419
2013-09,South Asia,Sri Lanka,7144
2013-09,South Asia,Other Markets In South Asia,1324
2013-09,West Asia,Iran,1431
2013-09,West Asia,Israel,na
2013-09,West Asia,Kuwait,850
2013-09,West Asia,Saudi Arabia,1089
2013-09,West Asia,United Arab Emirates,5089
2013-09,West Asia,Other Markets In West Asia,na
2013-09,Americas,Canada,4937
2013-09,Americas,USA,33741
2013-09,Americas,Other Markets In Americas,na
2013-09,Europe,Belgium & Luxembourg,2051
2013-09,Europe,Denmark,1964
2013-09,Europe,Finland,1558
2013-09,Europe,France,10508
2013-09,Europe,Germany,21012
2013-09,Europe,Italy,5029
2013-09,Europe,Netherlands,6272
2013-09,Europe,Norway,2250
2013-09,Europe,Rep Of Ireland,na
2013-09,Europe,Russian Federation,na
2013-09,Europe,Spain,3636
2013-09,Europe,Sweden,1952
2013-09,Europe,Switzerland,7402
2013-09,Europe,United Kingdom,36525
2013-09,Europe,Other Markets In Europe,na
2013-09,Oceania,Australia,105179
2013-09,Oceania,New Zealand,11081
2013-09,Oceania,Other Markets In Oceania,1238
2013-09,Africa,Egypt,na
2013-09,Africa,Mauritius,na
2013-09,Africa,South Africa (Rep Of),na
2013-09,Africa,Other Markets In Africa,na
2013-10,Southeast Asia,Brunei Darussalam,5879
2013-10,Southeast Asia,Indonesia,246115
2013-10,Southeast Asia,Malaysia,98097
2013-10,Southeast Asia,Myanmar,8934
2013-10,Southeast Asia,Philippines,61360
2013-10,Southeast Asia,Thailand,58887
2013-10,Southeast Asia,Vietnam,29011
2013-10,Southeast Asia,Other Markets In Southeast Asia,na
2013-10,Greater China,China,117955
2013-10,Greater China,Hong Kong SAR,37570
2013-10,Greater China,Taiwan,23246
2013-10,Greater China,Other Markets In Greater China,na
2013-10,North Asia,Japan,68034
2013-10,North Asia,South Korea,40157
2013-10,North Asia,Other Markets In North Asia,na
2013-10,South Asia,Bangladesh,9843
2013-10,South Asia,India,72429
2013-10,South Asia,Pakistan,1675
2013-10,South Asia,Sri Lanka,6932
2013-10,South Asia,Other Markets In South Asia,2192
2013-10,West Asia,Iran,883
2013-10,West Asia,Israel,na
2013-10,West Asia,Kuwait,1108
2013-10,West Asia,Saudi Arabia,2588
2013-10,West Asia,United Arab Emirates,7356
2013-10,West Asia,Other Markets In West Asia,na
2013-10,Americas,Canada,7158
2013-10,Americas,USA,37555
2013-10,Americas,Other Markets In Americas,na
2013-10,Europe,Belgium & Luxembourg,2219
2013-10,Europe,Denmark,2877
2013-10,Europe,Finland,2249
2013-10,Europe,France,12384
2013-10,Europe,Germany,21759
2013-10,Europe,Italy,4550
2013-10,Europe,Netherlands,6732
2013-10,Europe,Norway,2765
2013-10,Europe,Rep Of Ireland,na
2013-10,Europe,Russian Federation,na
2013-10,Europe,Spain,3257
2013-10,Europe,Sweden,3491
2013-10,Europe,Switzerland,9054
2013-10,Europe,United Kingdom,36479
2013-10,Europe,Other Markets In Europe,na
2013-10,Oceania,Australia,96454
2013-10,Oceania,New Zealand,10359
2013-10,Oceania,Other Markets In Oceania,1276
2013-10,Africa,Egypt,na
2013-10,Africa,Mauritius,na
2013-10,Africa,South Africa (Rep Of),na
2013-10,Africa,Other Markets In Africa,na
2013-11,Southeast Asia,Brunei Darussalam,7346
2013-11,Southeast Asia,Indonesia,238233
2013-11,Southeast Asia,Malaysia,129955
2013-11,Southeast Asia,Myanmar,7531
2013-11,Southeast Asia,Philippines,55195
2013-11,Southeast Asia,Thailand,34685
2013-11,Southeast Asia,Vietnam,27353
2013-11,Southeast Asia,Other Markets In Southeast Asia,na
2013-11,Greater China,China,119618
2013-11,Greater China,Hong Kong SAR,38801
2013-11,Greater China,Taiwan,22197
2013-11,Greater China,Other Markets In Greater China,na
2013-11,North Asia,Japan,72603
2013-11,North Asia,South Korea,40388
2013-11,North Asia,Other Markets In North Asia,na
2013-11,South Asia,Bangladesh,9899
2013-11,South Asia,India,74389
2013-11,South Asia,Pakistan,1309
2013-11,South Asia,Sri Lanka,6408
2013-11,South Asia,Other Markets In South Asia,1626
2013-11,West Asia,Iran,732
2013-11,West Asia,Israel,na
2013-11,West Asia,Kuwait,371
2013-11,West Asia,Saudi Arabia,1007
2013-11,West Asia,United Arab Emirates,4674
2013-11,West Asia,Other Markets In West Asia,na
2013-11,Americas,Canada,8000
2013-11,Americas,USA,39620
2013-11,Americas,Other Markets In Americas,na
2013-11,Europe,Belgium & Luxembourg,2390
2013-11,Europe,Denmark,2345
2013-11,Europe,Finland,3280
2013-11,Europe,France,11359
2013-11,Europe,Germany,21213
2013-11,Europe,Italy,5140
2013-11,Europe,Netherlands,6568
2013-11,Europe,Norway,3121
2013-11,Europe,Rep Of Ireland,na
2013-11,Europe,Russian Federation,na
2013-11,Europe,Spain,3338
2013-11,Europe,Sweden,3593
2013-11,Europe,Switzerland,8549
2013-11,Europe,United Kingdom,39363
2013-11,Europe,Other Markets In Europe,na
2013-11,Oceania,Australia,78324
2013-11,Oceania,New Zealand,8430
2013-11,Oceania,Other Markets In Oceania,1453
2013-11,Africa,Egypt,na
2013-11,Africa,Mauritius,na
2013-11,Africa,South Africa (Rep Of),na
2013-11,Africa,Other Markets In Africa,na
2013-12,Southeast Asia,Brunei Darussalam,13399
2013-12,Southeast Asia,Indonesia,321257
2013-12,Southeast Asia,Malaysia,142131
2013-12,Southeast Asia,Myanmar,9892
2013-12,Southeast Asia,Philippines,64044
2013-12,Southeast Asia,Thailand,42796
2013-12,Southeast Asia,Vietnam,28896
2013-12,Southeast Asia,Other Markets In Southeast Asia,na
2013-12,Greater China,China,121232
2013-12,Greater China,Hong Kong SAR,44788
2013-12,Greater China,Taiwan,19212
2013-12,Greater China,Other Markets In Greater China,na
2013-12,North Asia,Japan,70932
2013-12,North Asia,South Korea,35986
2013-12,North Asia,Other Markets In North Asia,na
2013-12,South Asia,Bangladesh,10783
2013-12,South Asia,India,83161
2013-12,South Asia,Pakistan,1628
2013-12,South Asia,Sri Lanka,11380
2013-12,South Asia,Other Markets In South Asia,2376
2013-12,West Asia,Iran,1090
2013-12,West Asia,Israel,na
2013-12,West Asia,Kuwait,902
2013-12,West Asia,Saudi Arabia,1219
2013-12,West Asia,United Arab Emirates,7039
2013-12,West Asia,Other Markets In West Asia,na
2013-12,Americas,Canada,9537
2013-12,Americas,USA,41785
2013-12,Americas,Other Markets In Americas,na
2013-12,Europe,Belgium & Luxembourg,2325
2013-12,Europe,Denmark,2396
2013-12,Europe,Finland,3638
2013-12,Europe,France,11697
2013-12,Europe,Germany,22142
2013-12,Europe,Italy,4874
2013-12,Europe,Netherlands,6000
2013-12,Europe,Norway,2786
2013-12,Europe,Rep Of Ireland,na
2013-12,Europe,Russian Federation,na
2013-12,Europe,Spain,3050
2013-12,Europe,Sweden,6052
2013-12,Europe,Switzerland,8900
2013-12,Europe,United Kingdom,38983
2013-12,Europe,Other Markets In Europe,na
2013-12,Oceania,Australia,106584
2013-12,Oceania,New Zealand,10383
2013-12,Oceania,Other Markets In Oceania,1617
2013-12,Africa,Egypt,na
2013-12,Africa,Mauritius,na
2013-12,Africa,South Africa (Rep Of),na
2013-12,Africa,Other Markets In Africa,na
2014-01,Southeast Asia,Brunei Darussalam,6418
2014-01,Southeast Asia,Indonesia,284126
2014-01,Southeast Asia,Malaysia,89482
2014-01,Southeast Asia,Myanmar,7807
2014-01,Southeast Asia,Philippines,43702
2014-01,Southeast Asia,Thailand,35263
2014-01,Southeast Asia,Vietnam,26071
2014-01,Southeast Asia,Other Markets In Southeast Asia,na
2014-01,Greater China,China,188237
2014-01,Greater China,Hong Kong SAR,41909
2014-01,Greater China,Taiwan,32033
2014-01,Greater China,Other Markets In Greater China,na
2014-01,North Asia,Japan,59578
2014-01,North Asia,South Korea,59745
2014-01,North Asia,Other Markets In North Asia,na
2014-01,South Asia,Bangladesh,10428
2014-01,South Asia,India,65557
2014-01,South Asia,Pakistan,1259
2014-01,South Asia,Sri Lanka,6440
2014-01,South Asia,Other Markets In South Asia,2030
2014-01,West Asia,Iran,898
2014-01,West Asia,Israel,na
2014-01,West Asia,Kuwait,766
2014-01,West Asia,Saudi Arabia,2617
2014-01,West Asia,United Arab Emirates,3843
2014-01,West Asia,Other Markets In West Asia,na
2014-01,Americas,Canada,10317
2014-01,Americas,USA,43746
2014-01,Americas,Other Markets In Americas,na
2014-01,Europe,Belgium & Luxembourg,2220
2014-01,Europe,Denmark,3717
2014-01,Europe,Finland,4427
2014-01,Europe,France,11966
2014-01,Europe,Germany,25176
2014-01,Europe,Italy,5429
2014-01,Europe,Netherlands,7640
2014-01,Europe,Norway,3435
2014-01,Europe,Rep Of Ireland,na
2014-01,Europe,Russian Federation,na
2014-01,Europe,Spain,3095
2014-01,Europe,Sweden,6910
2014-01,Europe,Switzerland,9319
2014-01,Europe,United Kingdom,42333
2014-01,Europe,Other Markets In Europe,na
2014-01,Oceania,Australia,126119
2014-01,Oceania,New Zealand,11466
2014-01,Oceania,Other Markets In Oceania,1398
2014-01,Africa,Egypt,na
2014-01,Africa,Mauritius,na
2014-01,Africa,South Africa (Rep Of),na
2014-01,Africa,Other Markets In Africa,na
2014-02,Southeast Asia,Brunei Darussalam,5076
2014-02,Southeast Asia,Indonesia,219036
2014-02,Southeast Asia,Malaysia,91181
2014-02,Southeast Asia,Myanmar,7513
2014-02,Southeast Asia,Philippines,44539
2014-02,Southeast Asia,Thailand,35161
2014-02,Southeast Asia,Vietnam,33053
2014-02,Southeast Asia,Other Markets In Southeast Asia,na
2014-02,Greater China,China,203600
2014-02,Greater China,Hong Kong SAR,48440
2014-02,Greater China,Taiwan,32874
2014-02,Greater China,Other Markets In Greater China,na
2014-02,North Asia,Japan,69230
2014-02,North Asia,South Korea,51930
2014-02,North Asia,Other Markets In North Asia,na
2014-02,South Asia,Bangladesh,9343
2014-02,South Asia,India,62999
2014-02,South Asia,Pakistan,1117
2014-02,South Asia,Sri Lanka,6006
2014-02,South Asia,Other Markets In South Asia,1722
2014-02,West Asia,Iran,896
2014-02,West Asia,Israel,na
2014-02,West Asia,Kuwait,1471
2014-02,West Asia,Saudi Arabia,1322
2014-02,West Asia,United Arab Emirates,4072
2014-02,West Asia,Other Markets In West Asia,na
2014-02,Americas,Canada,10118
2014-02,Americas,USA,44052
2014-02,Americas,Other Markets In Americas,na
2014-02,Europe,Belgium & Luxembourg,2482
2014-02,Europe,Denmark,3860
2014-02,Europe,Finland,4580
2014-02,Europe,France,14180
2014-02,Europe,Germany,25422
2014-02,Europe,Italy,4944
2014-02,Europe,Netherlands,7458
2014-02,Europe,Norway,3516
2014-02,Europe,Rep Of Ireland,na
2014-02,Europe,Russian Federation,na
2014-02,Europe,Spain,3022
2014-02,Europe,Sweden,5289
2014-02,Europe,Switzerland,8994
2014-02,Europe,United Kingdom,43990
2014-02,Europe,Other Markets In Europe,na
2014-02,Oceania,Australia,69119
2014-02,Oceania,New Zealand,6893
2014-02,Oceania,Other Markets In Oceania,909
2014-02,Africa,Egypt,na
2014-02,Africa,Mauritius,na
2014-02,Africa,South Africa (Rep Of),na
2014-02,Africa,Other Markets In Africa,na
2014-03,Southeast Asia,Brunei Darussalam,7545
2014-03,Southeast Asia,Indonesia,246308
2014-03,Southeast Asia,Malaysia,107002
2014-03,Southeast Asia,Myanmar,9789
2014-03,Southeast Asia,Philippines,57050
2014-03,Southeast Asia,Thailand,46338
2014-03,Southeast Asia,Vietnam,31060
2014-03,Southeast Asia,Other Markets In Southeast Asia,na
2014-03,Greater China,China,165642
2014-03,Greater China,Hong Kong SAR,43218
2014-03,Greater China,Taiwan,22115
2014-03,Greater China,Other Markets In Greater China,na
2014-03,North Asia,Japan,85946
2014-03,North Asia,South Korea,40995
2014-03,North Asia,Other Markets In North Asia,na
2014-03,South Asia,Bangladesh,10721
2014-03,South Asia,India,70488
2014-03,South Asia,Pakistan,1570
2014-03,South Asia,Sri Lanka,5772
2014-03,South Asia,Other Markets In South Asia,1795
2014-03,West Asia,Iran,3433
2014-03,West Asia,Israel,na
2014-03,West Asia,Kuwait,587
2014-03,West Asia,Saudi Arabia,2037
2014-03,West Asia,United Arab Emirates,6286
2014-03,West Asia,Other Markets In West Asia,na
2014-03,Americas,Canada,10905
2014-03,Americas,USA,49729
2014-03,Americas,Other Markets In Americas,na
2014-03,Europe,Belgium & Luxembourg,2821
2014-03,Europe,Denmark,3234
2014-03,Europe,Finland,3449
2014-03,Europe,France,15735
2014-03,Europe,Germany,30806
2014-03,Europe,Italy,5940
2014-03,Europe,Netherlands,7969
2014-03,Europe,Norway,3397
2014-03,Europe,Rep Of Ireland,na
2014-03,Europe,Russian Federation,na
2014-03,Europe,Spain,3444
2014-03,Europe,Sweden,4821
2014-03,Europe,Switzerland,8829
2014-03,Europe,United Kingdom,49453
2014-03,Europe,Other Markets In Europe,na
2014-03,Oceania,Australia,74578
2014-03,Oceania,New Zealand,6872
2014-03,Oceania,Other Markets In Oceania,1126
2014-03,Africa,Egypt,na
2014-03,Africa,Mauritius,na
2014-03,Africa,South Africa (Rep Of),na
2014-03,Africa,Other Markets In Africa,na
2014-04,Southeast Asia,Brunei Darussalam,4741
2014-04,Southeast Asia,Indonesia,230236
2014-04,Southeast Asia,Malaysia,94982
2014-04,Southeast Asia,Myanmar,15255
2014-04,Southeast Asia,Philippines,73558
2014-04,Southeast Asia,Thailand,56136
2014-04,Southeast Asia,Vietnam,30234
2014-04,Southeast Asia,Other Markets In Southeast Asia,na
2014-04,Greater China,China,126507
2014-04,Greater China,Hong Kong SAR,69675
2014-04,Greater China,Taiwan,25865
2014-04,Greater China,Other Markets In Greater China,na
2014-04,North Asia,Japan,50751
2014-04,North Asia,South Korea,36247
2014-04,North Asia,Other Markets In North Asia,na
2014-04,South Asia,Bangladesh,9817
2014-04,South Asia,India,79536
2014-04,South Asia,Pakistan,1225
2014-04,South Asia,Sri Lanka,11131
2014-04,South Asia,Other Markets In South Asia,2052
2014-04,West Asia,Iran,577
2014-04,West Asia,Israel,na
2014-04,West Asia,Kuwait,448
2014-04,West Asia,Saudi Arabia,1379
2014-04,West Asia,United Arab Emirates,6512
2014-04,West Asia,Other Markets In West Asia,na
2014-04,Americas,Canada,6861
2014-04,Americas,USA,36594
2014-04,Americas,Other Markets In Americas,na
2014-04,Europe,Belgium & Luxembourg,2664
2014-04,Europe,Denmark,2649
2014-04,Europe,Finland,2305
2014-04,Europe,France,13643
2014-04,Europe,Germany,22125
2014-04,Europe,Italy,4684
2014-04,Europe,Netherlands,6517
2014-04,Europe,Norway,3938
2014-04,Europe,Rep Of Ireland,na
2014-04,Europe,Russian Federation,na
2014-04,Europe,Spain,3394
2014-04,Europe,Sweden,3676
2014-04,Europe,Switzerland,10025
2014-04,Europe,United Kingdom,43704
2014-04,Europe,Other Markets In Europe,na
2014-04,Oceania,Australia,99811
2014-04,Oceania,New Zealand,9520
2014-04,Oceania,Other Markets In Oceania,1145
2014-04,Africa,Egypt,na
2014-04,Africa,Mauritius,na
2014-04,Africa,South Africa (Rep Of),na
2014-04,Africa,Other Markets In Africa,na
2014-05,Southeast Asia,Brunei Darussalam,6254
2014-05,Southeast Asia,Indonesia,267714
2014-05,Southeast Asia,Malaysia,100648
2014-05,Southeast Asia,Myanmar,9538
2014-05,Southeast Asia,Philippines,76976
2014-05,Southeast Asia,Thailand,46683
2014-05,Southeast Asia,Vietnam,36630
2014-05,Southeast Asia,Other Markets In Southeast Asia,na
2014-05,Greater China,China,95987
2014-05,Greater China,Hong Kong SAR,47859
2014-05,Greater China,Taiwan,26699
2014-05,Greater China,Other Markets In Greater China,na
2014-05,North Asia,Japan,54173
2014-05,North Asia,South Korea,41946
2014-05,North Asia,Other Markets In North Asia,na
2014-05,South Asia,Bangladesh,9853
2014-05,South Asia,India,118953
2014-05,South Asia,Pakistan,1357
2014-05,South Asia,Sri Lanka,6994
2014-05,South Asia,Other Markets In South Asia,1762
2014-05,West Asia,Iran,443
2014-05,West Asia,Israel,na
2014-05,West Asia,Kuwait,390
2014-05,West Asia,Saudi Arabia,1556
2014-05,West Asia,United Arab Emirates,4609
2014-05,West Asia,Other Markets In West Asia,na
2014-05,Americas,Canada,6803
2014-05,Americas,USA,35355
2014-05,Americas,Other Markets In Americas,na
2014-05,Europe,Belgium & Luxembourg,1792
2014-05,Europe,Denmark,1624
2014-05,Europe,Finland,1495
2014-05,Europe,France,11980
2014-05,Europe,Germany,15425
2014-05,Europe,Italy,3712
2014-05,Europe,Netherlands,5888
2014-05,Europe,Norway,1854
2014-05,Europe,Rep Of Ireland,na
2014-05,Europe,Russian Federation,na
2014-05,Europe,Spain,2657
2014-05,Europe,Sweden,2417
2014-05,Europe,Switzerland,6710
2014-05,Europe,United Kingdom,27661
2014-05,Europe,Other Markets In Europe,na
2014-05,Oceania,Australia,78280
2014-05,Oceania,New Zealand,10812
2014-05,Oceania,Other Markets In Oceania,1105
2014-05,Africa,Egypt,na
2014-05,Africa,Mauritius,na
2014-05,Africa,South Africa (Rep Of),na
2014-05,Africa,Other Markets In Africa,na
2014-06,Southeast Asia,Brunei Darussalam,7393
2014-06,Southeast Asia,Indonesia,278181
2014-06,Southeast Asia,Malaysia,108945
2014-06,Southeast Asia,Myanmar,9530
2014-06,Southeast Asia,Philippines,56224
2014-06,Southeast Asia,Thailand,39083
2014-06,Southeast Asia,Vietnam,48999
2014-06,Southeast Asia,Other Markets In Southeast Asia,na
2014-06,Greater China,China,91485
2014-06,Greater China,Hong Kong SAR,47182
2014-06,Greater China,Taiwan,25807
2014-06,Greater China,Other Markets In Greater China,na
2014-06,North Asia,Japan,56044
2014-06,North Asia,South Korea,37589
2014-06,North Asia,Other Markets In North Asia,na
2014-06,South Asia,Bangladesh,11100
2014-06,South Asia,India,94738
2014-06,South Asia,Pakistan,2799
2014-06,South Asia,Sri Lanka,6369
2014-06,South Asia,Other Markets In South Asia,2238
2014-06,West Asia,Iran,685
2014-06,West Asia,Israel,na
2014-06,West Asia,Kuwait,769
2014-06,West Asia,Saudi Arabia,2205
2014-06,West Asia,United Arab Emirates,5676
2014-06,West Asia,Other Markets In West Asia,na
2014-06,Americas,Canada,5516
2014-06,Americas,USA,41609
2014-06,Americas,Other Markets In Americas,na
2014-06,Europe,Belgium & Luxembourg,1654
2014-06,Europe,Denmark,1653
2014-06,Europe,Finland,1532
2014-06,Europe,France,9288
2014-06,Europe,Germany,13270
2014-06,Europe,Italy,3674
2014-06,Europe,Netherlands,4962
2014-06,Europe,Norway,2093
2014-06,Europe,Rep Of Ireland,na
2014-06,Europe,Russian Federation,na
2014-06,Europe,Spain,2515
2014-06,Europe,Sweden,2160
2014-06,Europe,Switzerland,5454
2014-06,Europe,United Kingdom,25126
2014-06,Europe,Other Markets In Europe,na
2014-06,Oceania,Australia,81558
2014-06,Oceania,New Zealand,10922
2014-06,Oceania,Other Markets In Oceania,1240
2014-06,Africa,Egypt,na
2014-06,Africa,Mauritius,na
2014-06,Africa,South Africa (Rep Of),na
2014-06,Africa,Other Markets In Africa,na
2014-07,Southeast Asia,Brunei Darussalam,6305
2014-07,Southeast Asia,Indonesia,296880
2014-07,Southeast Asia,Malaysia,101461
2014-07,Southeast Asia,Myanmar,9345
2014-07,Southeast Asia,Philippines,49506
2014-07,Southeast Asia,Thailand,43785
2014-07,Southeast Asia,Vietnam,55951
2014-07,Southeast Asia,Other Markets In Southeast Asia,na
2014-07,Greater China,China,180653
2014-07,Greater China,Hong Kong SAR,80808
2014-07,Greater China,Taiwan,44229
2014-07,Greater China,Other Markets In Greater China,na
2014-07,North Asia,Japan,69419
2014-07,North Asia,South Korea,46666
2014-07,North Asia,Other Markets In North Asia,na
2014-07,South Asia,Bangladesh,10108
2014-07,South Asia,India,72724
2014-07,South Asia,Pakistan,1374
2014-07,South Asia,Sri Lanka,5711
2014-07,South Asia,Other Markets In South Asia,1912
2014-07,West Asia,Iran,844
2014-07,West Asia,Israel,na
2014-07,West Asia,Kuwait,1208
2014-07,West Asia,Saudi Arabia,1760
2014-07,West Asia,United Arab Emirates,8544
